agency_cd,site_no,date,daily_mean_cfs
USGS,9380000,1940-08-30,4400
USGS,9380000,1940-08-31,5030
USGS,9380000,1940-09-01,4900
USGS,9380000,1940-09-02,4600
USGS,9380000,1940-09-03,4620
USGS,9380000,1940-09-04,4500
USGS,9380000,1940-09-05,4230
USGS,9380000,1940-09-06,4060
USGS,9380000,1940-09-07,3830
USGS,9380000,1940-09-08,3860
USGS,9380000,1940-09-09,4140
USGS,9380000,1940-09-10,3570
USGS,9380000,1940-09-11,3340
USGS,9380000,1940-09-12,3030
USGS,9380000,1940-09-13,3790
USGS,9380000,1940-09-14,5090
USGS,9380000,1940-09-15,3830
USGS,9380000,1940-09-16,3320
USGS,9380000,1940-09-17,3920
USGS,9380000,1940-09-18,9450
USGS,9380000,1940-09-19,8930
USGS,9380000,1940-09-20,10200
USGS,9380000,1940-09-21,11600
USGS,9380000,1940-09-22,11000
USGS,9380000,1940-09-23,10400
USGS,9380000,1940-09-24,12400
USGS,9380000,1940-09-25,10400
USGS,9380000,1940-09-26,9340
USGS,9380000,1940-09-27,8520
USGS,9380000,1940-09-28,8100
USGS,9380000,1940-09-29,9510
USGS,9380000,1940-09-30,14600
USGS,9380000,1940-10-01,20600
USGS,9380000,1940-10-02,23400
USGS,9380000,1940-10-03,16400
USGS,9380000,1940-10-04,15500
USGS,9380000,1940-10-05,14000
USGS,9380000,1940-10-06,19100
USGS,9380000,1940-10-07,19800
USGS,9380000,1940-10-08,14600
USGS,9380000,1940-10-09,16900
USGS,9380000,1940-10-10,14200
USGS,9380000,1940-10-11,12500
USGS,9380000,1940-10-12,11600
USGS,9380000,1940-10-13,11000
USGS,9380000,1940-10-14,10200
USGS,9380000,1940-10-15,9500
USGS,9380000,1940-10-16,8980
USGS,9380000,1940-10-17,8710
USGS,9380000,1940-10-18,8250
USGS,9380000,1940-10-19,7880
USGS,9380000,1940-10-20,7420
USGS,9380000,1940-10-21,7170
USGS,9380000,1940-10-22,6970
USGS,9380000,1940-10-23,6730
USGS,9380000,1940-10-24,6600
USGS,9380000,1940-10-25,6530
USGS,9380000,1940-10-26,6150
USGS,9380000,1940-10-27,6120
USGS,9380000,1940-10-28,6180
USGS,9380000,1940-10-29,7200
USGS,9380000,1940-10-30,7170
USGS,9380000,1940-10-31,7880
USGS,9380000,1940-11-01,8060
USGS,9380000,1940-11-02,6930
USGS,9380000,1940-11-03,6370
USGS,9380000,1940-11-04,6400
USGS,9380000,1940-11-05,6340
USGS,9380000,1940-11-06,6060
USGS,9380000,1940-11-07,5930
USGS,9380000,1940-11-08,6150
USGS,9380000,1940-11-09,6470
USGS,9380000,1940-11-10,6470
USGS,9380000,1940-11-11,6180
USGS,9380000,1940-11-12,6150
USGS,9380000,1940-11-13,6180
USGS,9380000,1940-11-14,6280
USGS,9380000,1940-11-15,6210
USGS,9380000,1940-11-16,6340
USGS,9380000,1940-11-17,6090
USGS,9380000,1940-11-18,5750
USGS,9380000,1940-11-19,5750
USGS,9380000,1940-11-20,8290
USGS,9380000,1940-11-21,10700
USGS,9380000,1940-11-22,9060
USGS,9380000,1940-11-23,7420
USGS,9380000,1940-11-24,7310
USGS,9380000,1940-11-25,6970
USGS,9380000,1940-11-26,6700
USGS,9380000,1940-11-27,6660
USGS,9380000,1940-11-28,6600
USGS,9380000,1940-11-29,6340
USGS,9380000,1940-11-30,6120
USGS,9380000,1940-12-01,6020
USGS,9380000,1940-12-02,5810
USGS,9380000,1940-12-03,5670
USGS,9380000,1940-12-04,5610
USGS,9380000,1940-12-05,5640
USGS,9380000,1940-12-06,5640
USGS,9380000,1940-12-07,5670
USGS,9380000,1940-12-08,5720
USGS,9380000,1940-12-09,5930
USGS,9380000,1940-12-10,5900
USGS,9380000,1940-12-11,5810
USGS,9380000,1940-12-12,6500
USGS,9380000,1940-12-13,7200
USGS,9380000,1940-12-14,7100
USGS,9380000,1940-12-15,7280
USGS,9380000,1940-12-16,6760
USGS,9380000,1940-12-17,6280
USGS,9380000,1940-12-18,5440
USGS,9380000,1940-12-19,4450
USGS,9380000,1940-12-20,3740
USGS,9380000,1940-12-21,4470
USGS,9380000,1940-12-22,4160
USGS,9380000,1940-12-23,4280
USGS,9380000,1940-12-24,4850
USGS,9380000,1940-12-25,5250
USGS,9380000,1940-12-26,6120
USGS,9380000,1940-12-27,7990
USGS,9380000,1940-12-28,6760
USGS,9380000,1940-12-29,6150
USGS,9380000,1940-12-30,6150
USGS,9380000,1940-12-31,6020
USGS,9380000,1941-01-01,6930
